order_id,customer_id,order_date,amount_usd,category,product,is_subscription_order
O22298,C102235,2025-02-11,48.77,bundles,Starter Ritual Kit,True
O22303,C102235,2025-03-07,31.67,wellness-tea,Calm Blend,True
O22304,C102235,2025-03-18,79.89,bundles,Gift Set,True
O22296,C102235,2025-05-26,52.83,bundles,Full Routine Bundle,True
O22302,C102235,2025-07-07,40.25,bundles,Starter Ritual Kit,True
O22305,C102236,2025-09-17,52.26,skincare,Renew Serum,False
O22306,C102236,2025-12-27,44.41,skincare,Dew Cream,False
O22308,C102237,2025-08-30,39.54,body-care,Hand Repair,False
O22307,C102237,2025-09-04,37.76,body-care,Hand Repair,False
O22314,C102237,2025-09-24,51.66,body-care,Velvet Body Butter,False
O22313,C102237,2025-11-08,52.6,body-care,Sugar Scrub,False
O22311,C102237,2025-11-15,52.02,body-care,Hand Repair,False
O22312,C102237,2025-11-15,43.1,body-care,Velvet Body Butter,False
O22309,C102237,2025-12-06,26.86,haircare,Gentle Wash,False
O22310,C102237,2026-02-08,43.35,wellness-tea,Calm Blend,False
O22317,C102238,2025-02-16,46.43,supplements,Collagen Peptides,False
O22319,C102238,2025-03-15,38.84,body-care,Sugar Scrub,False
O22316,C102238,2025-04-24,56.56,body-care,Sugar Scrub,False
O22315,C102238,2025-10-14,53.75,body-care,Velvet Body Butter,False
O22318,C102238,2025-12-21,59.01,supplements,Collagen Peptides,False
O22322,C102239,2025-10-28,23.27,wellness-tea,Detox Blend,False
O22324,C102239,2025-10-31,42.4,body-care,Hand Repair,False
O22321,C102239,2025-11-13,55.89,skincare,Clarity Cleanser,False
O22320,C102239,2025-12-03,36.52,haircare,Gentle Wash,False
O22323,C102239,2026-01-22,29.34,wellness-tea,Detox Blend,False
O22326,C102240,2025-07-18,50.12,body-care,Sugar Scrub,False
O22325,C102240,2025-07-23,62.64,bundles,Full Routine Bundle,False
O22329,C102240,2025-08-20,54.09,body-care,Hand Repair,False
O22328,C102240,2025-10-13,43.98,body-care,Hand Repair,False
O22327,C102240,2025-11-17,90.69,bundles,Full Routine Bundle,False
O22334,C102241,2025-07-03,59.53,haircare,Gentle Wash,False
O22332,C102241,2025-07-11,20.93,haircare,Silk Repair Mask,False
O22331,C102241,2025-11-09,81.51,bundles,Starter Ritual Kit,False
O22333,C102241,2026-01-01,23.51,haircare,Root Boost Drops,False
O22330,C102241,2026-02-04,30.68,haircare,Silk Repair Mask,False
O22335,C102242,2024-07-09,41.47,body-care,Velvet Body Butter,False
O22340,C102242,2024-07-11,55.99,skincare,Clarity Cleanser,True
O22343,C102242,2024-08-02,21.77,haircare,Root Boost Drops,True
O22338,C102242,2024-11-10,49.35,haircare,Gentle Wash,False
O22337,C102242,2024-12-30,40.28,haircare,Gentle Wash,False
O22336,C102242,2025-09-15,131.27,bundles,Full Routine Bundle,True
O22339,C102242,2025-10-07,45.22,haircare,Silk Repair Mask,True
O22341,C102242,2026-01-25,21.75,supplements,Collagen Peptides,False
O22342,C102242,2026-02-02,39.7,haircare,Silk Repair Mask,True
O22346,C102243,2025-03-09,40.08,body-care,Hand Repair,False
O22344,C102243,2025-05-29,20.33,body-care,Velvet Body Butter,True
O22345,C102243,2025-06-04,51.19,body-care,Sugar Scrub,True
O22347,C102243,2025-08-06,44.86,body-care,Sugar Scrub,True
O22349,C102243,2025-08-19,35.55,wellness-tea,Calm Blend,True
O22351,C102243,2025-09-11,24.39,body-care,Hand Repair,False
O22348,C102243,2025-11-10,38.18,body-care,Hand Repair,True
O22350,C102243,2025-12-07,44.33,skincare,Dew Cream,True
O22354,C102244,2025-09-07,66.33,bundles,Starter Ritual Kit,False
O22353,C102244,2025-10-26,51.1,bundles,Starter Ritual Kit,False
O22352,C102244,2025-12-13,117.28,bundles,Gift Set,False
O22356,C102245,2025-11-02,124.35,bundles,Starter Ritual Kit,True
O22361,C102245,2025-11-26,102.95,bundles,Starter Ritual Kit,True
O22358,C102245,2026-01-19,88.2,bundles,Gift Set,True
O22364,C102245,2026-01-31,22.57,wellness-tea,Detox Blend,True
O22363,C102245,2026-03-25,111.5,bundles,Starter Ritual Kit,True
O22355,C102245,2026-04-04,60.79,bundles,Gift Set,True
O22360,C102245,2026-04-20,39.81,supplements,Collagen Peptides,False
O22357,C102245,2026-05-06,110.18,bundles,Gift Set,False
O22362,C102245,2026-05-15,53.55,bundles,Starter Ritual Kit,True
O22359,C102245,2026-05-19,109.6,bundles,Full Routine Bundle,True
O22367,C102246,2026-02-08,35.39,body-care,Velvet Body Butter,False
O22365,C102246,2026-03-31,46.74,haircare,Root Boost Drops,False
O22366,C102246,2026-04-06,53.92,haircare,Root Boost Drops,False
O22369,C102247,2025-10-31,29.75,wellness-tea,Calm Blend,False
O22371,C102247,2025-11-14,50.84,body-care,Sugar Scrub,False
O22370,C102247,2025-12-10,49.57,skincare,Glow SPF 40,False
O22368,C102247,2026-01-17,54.72,wellness-tea,Detox Blend,False
O22377,C102248,2024-04-01,44.75,haircare,Gentle Wash,False
O22372,C102248,2024-06-25,24.11,supplements,Sleep Gummies,False
O22376,C102248,2025-05-29,26.76,supplements,Collagen Peptides,False
O22375,C102248,2025-07-01,47.34,bundles,Gift Set,False
O22374,C102248,2025-07-10,57.29,supplements,Omega Blend,False
O22373,C102248,2025-09-19,51.37,skincare,Renew Serum,False
O22380,C102249,2024-04-21,18.15,body-care,Hand Repair,False
O22388,C102249,2024-05-26,47.56,supplements,Daily Greens,False
O22387,C102249,2024-08-30,118.95,bundles,Starter Ritual Kit,False
O22382,C102249,2024-12-26,66.22,bundles,Full Routine Bundle,False
O22385,C102249,2025-01-01,116.8,bundles,Starter Ritual Kit,False
O22378,C102249,2025-01-10,70.74,bundles,Starter Ritual Kit,False
O22381,C102249,2025-03-30,100.54,bundles,Full Routine Bundle,False
O22379,C102249,2025-10-14,98.03,bundles,Starter Ritual Kit,False
O22383,C102249,2025-11-28,25.26,haircare,Silk Repair Mask,False
O22384,C102249,2025-12-22,95.13,bundles,Gift Set,False
O22386,C102249,2026-05-10,22.37,body-care,Hand Repair,False
O22396,C102250,2026-03-05,53.81,supplements,Collagen Peptides,False
O22389,C102250,2026-03-13,50.39,supplements,Daily Greens,False
O22392,C102250,2026-03-25,57.04,supplements,Daily Greens,False
O22393,C102250,2026-03-31,56.72,body-care,Hand Repair,False
O22394,C102250,2026-05-14,54.74,supplements,Sleep Gummies,False
O22391,C102250,2026-05-17,20.26,supplements,Omega Blend,False
O22390,C102250,2026-05-23,31.73,body-care,Hand Repair,False
O22395,C102250,2026-06-05,26.3,supplements,Omega Blend,False
O22398,C102251,2024-12-26,30.76,haircare,Silk Repair Mask,False
O22404,C102251,2025-04-28,31.51,haircare,Gentle Wash,False
O22402,C102251,2025-05-27,34.0,wellness-tea,Calm Blend,False
O22400,C102251,2025-07-11,116.68,bundles,Full Routine Bundle,False
O22397,C102251,2025-09-12,36.05,skincare,Glow SPF 40,False
O22401,C102251,2025-10-08,29.35,supplements,Omega Blend,False
O22399,C102251,2026-02-02,45.66,supplements,Sleep Gummies,False
O22403,C102251,2026-03-18,27.52,supplements,Omega Blend,False
O22407,C102252,2024-08-04,51.1,body-care,Hand Repair,False
O22406,C102252,2024-11-03,40.11,skincare,Clarity Cleanser,False
O22405,C102252,2024-12-19,52.7,wellness-tea,Detox Blend,False
O22408,C102253,2025-01-15,30.59,body-care,Hand Repair,False
O22409,C102253,2025-02-24,43.03,wellness-tea,Detox Blend,False
O22416,C102254,2026-04-18,31.81,body-care,Velvet Body Butter,False
O22413,C102254,2026-04-26,47.18,body-care,Velvet Body Butter,False
O22410,C102254,2026-05-08,51.5,body-care,Sugar Scrub,False
O22414,C102254,2026-05-15,54.36,haircare,Gentle Wash,False
O22415,C102254,2026-05-29,110.1,bundles,Gift Set,False
O22412,C102254,2026-06-06,51.22,body-care,Sugar Scrub,False
O22411,C102254,2026-06-11,18.62,skincare,Glow SPF 40,False
O22419,C102255,2024-12-09,40.54,haircare,Root Boost Drops,True
O22424,C102255,2024-12-10,50.42,skincare,Clarity Cleanser,True
O22429,C102255,2025-01-31,26.6,haircare,Gentle Wash,True
O22422,C102255,2025-08-06,47.02,haircare,Root Boost Drops,False
O22430,C102255,2025-08-12,25.68,haircare,Silk Repair Mask,True
O22426,C102255,2025-12-14,38.12,haircare,Gentle Wash,True
O22421,C102255,2025-12-21,34.31,haircare,Silk Repair Mask,True
O22423,C102255,2026-01-29,20.38,skincare,Renew Serum,True
O22418,C102255,2026-02-11,26.24,haircare,Root Boost Drops,True
O22417,C102255,2026-04-18,43.7,skincare,Dew Cream,False
O22420,C102255,2026-05-05,57.36,haircare,Root Boost Drops,True
O22425,C102255,2026-05-06,108.7,bundles,Gift Set,True
O22427,C102255,2026-05-07,26.98,haircare,Silk Repair Mask,True
O22428,C102255,2026-06-24,38.52,haircare,Root Boost Drops,True
O22438,C102256,2026-01-22,30.76,haircare,Gentle Wash,True
O22436,C102256,2026-02-18,54.98,body-care,Hand Repair,True
O22432,C102256,2026-03-29,41.4,supplements,Sleep Gummies,True
O22435,C102256,2026-04-02,37.32,skincare,Glow SPF 40,True
O22433,C102256,2026-04-06,39.66,supplements,Daily Greens,True
O22437,C102256,2026-04-18,56.58,supplements,Sleep Gummies,True
O22439,C102256,2026-05-05,37.78,supplements,Daily Greens,False
O22431,C102256,2026-05-08,19.28,supplements,Daily Greens,True
O22434,C102256,2026-05-13,57.24,supplements,Collagen Peptides,True
O22441,C102257,2026-02-21,50.19,haircare,Silk Repair Mask,False
O22440,C102257,2026-02-24,22.72,haircare,Silk Repair Mask,False
O22446,C102257,2026-03-05,20.61,haircare,Gentle Wash,False
O22447,C102257,2026-03-07,52.22,haircare,Gentle Wash,False
O22444,C102257,2026-03-28,33.47,body-care,Hand Repair,False
O22443,C102257,2026-04-08,43.18,haircare,Silk Repair Mask,False
O22445,C102257,2026-04-09,22.17,skincare,Renew Serum,False
O22442,C102257,2026-04-20,58.77,skincare,Glow SPF 40,False
O22452,C102258,2025-02-22,59.91,supplements,Daily Greens,True
O22457,C102258,2025-05-25,34.73,supplements,Collagen Peptides,True
O22450,C102258,2025-09-03,19.74,skincare,Renew Serum,True
O22456,C102258,2025-09-03,40.73,supplements,Daily Greens,True
O22448,C102258,2025-11-10,45.4,haircare,Silk Repair Mask,True
O22451,C102258,2025-11-17,21.73,supplements,Sleep Gummies,False
O22453,C102258,2025-12-03,50.02,supplements,Collagen Peptides,False
O22449,C102258,2026-02-18,52.2,supplements,Daily Greens,True
O22454,C102258,2026-03-13,22.5,supplements,Daily Greens,True
O22455,C102258,2026-03-28,49.69,supplements,Collagen Peptides,True
O22464,C102259,2025-09-03,107.27,bundles,Starter Ritual Kit,True
O22461,C102259,2025-10-27,36.21,skincare,Clarity Cleanser,True
O22459,C102259,2025-10-28,25.58,wellness-tea,Focus Blend,False
O22463,C102259,2025-11-08,24.14,skincare,Dew Cream,False
O22462,C102259,2025-12-10,37.33,skincare,Clarity Cleanser,False
O22460,C102259,2026-01-02,20.95,wellness-tea,Calm Blend,True
O22458,C102259,2026-02-28,26.5,haircare,Gentle Wash,True
O22465,C102260,2025-07-16,48.9,haircare,Silk Repair Mask,True
O22468,C102260,2025-10-09,41.51,supplements,Daily Greens,True
O22466,C102260,2025-10-22,35.96,supplements,Sleep Gummies,False
O22467,C102260,2025-11-11,47.66,supplements,Omega Blend,True
O22469,C102261,2025-11-29,24.6,wellness-tea,Focus Blend,False
O22475,C102262,2024-09-26,29.62,skincare,Renew Serum,True
O22473,C102262,2024-10-26,24.15,skincare,Clarity Cleanser,False
O22470,C102262,2024-10-27,29.43,skincare,Renew Serum,True
O22471,C102262,2024-12-12,36.82,skincare,Clarity Cleanser,True
O22472,C102262,2025-06-24,38.28,haircare,Gentle Wash,True
O22474,C102262,2025-09-02,25.18,skincare,Dew Cream,True
O22479,C102263,2025-02-18,23.63,supplements,Daily Greens,False
O22480,C102263,2025-06-06,53.28,supplements,Collagen Peptides,False
O22478,C102263,2025-06-22,36.5,supplements,Sleep Gummies,False
O22476,C102263,2025-07-06,54.76,supplements,Daily Greens,False
O22481,C102263,2025-11-02,41.78,supplements,Sleep Gummies,False
O22477,C102263,2025-11-30,60.52,bundles,Gift Set,False
O22482,C102263,2025-12-22,55.79,supplements,Sleep Gummies,False
O22484,C102264,2025-04-13,24.19,wellness-tea,Calm Blend,True
O22483,C102264,2025-05-14,31.16,wellness-tea,Calm Blend,True
O22486,C102264,2025-05-29,36.6,haircare,Silk Repair Mask,True
O22487,C102264,2025-06-28,28.13,wellness-tea,Focus Blend,True
O22485,C102264,2025-10-03,37.84,wellness-tea,Detox Blend,True
O22488,C102264,2025-10-06,27.06,wellness-tea,Detox Blend,False
O22491,C102265,2024-12-07,35.1,haircare,Gentle Wash,False
O22490,C102265,2025-05-06,27.51,supplements,Collagen Peptides,False
O22489,C102265,2025-06-20,29.5,haircare,Gentle Wash,False
O22493,C102266,2024-06-29,18.14,supplements,Daily Greens,True
O22497,C102266,2024-10-17,58.09,supplements,Sleep Gummies,True
O22496,C102266,2025-01-17,23.95,body-care,Hand Repair,True
O22498,C102266,2025-07-03,54.25,bundles,Full Routine Bundle,True
O22494,C102266,2025-07-13,49.39,wellness-tea,Detox Blend,True
O22495,C102266,2025-08-15,48.68,supplements,Sleep Gummies,True
O22499,C102266,2025-08-27,48.08,haircare,Gentle Wash,True
O22492,C102266,2025-11-05,21.84,supplements,Omega Blend,False
O22502,C102267,2024-06-09,43.75,body-care,Hand Repair,False
O22501,C102267,2024-12-12,20.88,body-care,Sugar Scrub,False
O22500,C102267,2025-03-17,28.71,body-care,Velvet Body Butter,False
O22503,C102268,2025-04-03,111.46,bundles,Gift Set,False
O22504,C102268,2025-07-19,80.82,bundles,Gift Set,False
O22509,C102269,2026-03-02,26.14,wellness-tea,Calm Blend,False
O22506,C102269,2026-03-21,22.3,wellness-tea,Detox Blend,False
O22507,C102269,2026-04-25,53.62,wellness-tea,Detox Blend,False
O22510,C102269,2026-05-08,18.29,wellness-tea,Focus Blend,False
O22508,C102269,2026-05-08,22.8,wellness-tea,Focus Blend,False
O22505,C102269,2026-06-05,49.45,wellness-tea,Calm Blend,False
O22520,C102270,2025-12-30,46.93,supplements,Daily Greens,False
O22521,C102270,2026-01-09,37.44,haircare,Root Boost Drops,False
O22513,C102270,2026-02-16,29.96,supplements,Collagen Peptides,False
O22516,C102270,2026-02-21,29.41,supplements,Collagen Peptides,False
O22517,C102270,2026-03-01,22.45,supplements,Sleep Gummies,False
O22514,C102270,2026-03-04,40.78,supplements,Sleep Gummies,False
O22511,C102270,2026-03-09,48.55,supplements,Collagen Peptides,False
O22518,C102270,2026-03-16,42.49,bundles,Gift Set,False
O22519,C102270,2026-04-08,39.6,skincare,Dew Cream,False
O22515,C102270,2026-04-13,55.6,supplements,Daily Greens,False
O22512,C102270,2026-04-30,35.1,supplements,Sleep Gummies,False
O22525,C102271,2025-01-17,32.33,body-care,Velvet Body Butter,True
O22527,C102271,2025-01-22,43.23,supplements,Sleep Gummies,True
O22528,C102271,2025-02-06,102.08,bundles,Gift Set,False
O22522,C102271,2025-04-10,43.47,wellness-tea,Focus Blend,False
O22523,C102271,2025-04-12,44.54,supplements,Collagen Peptides,True
O22524,C102271,2025-04-22,25.19,supplements,Sleep Gummies,False
O22526,C102271,2025-06-20,46.86,supplements,Collagen Peptides,True
O22529,C102271,2025-07-28,96.89,bundles,Full Routine Bundle,True
O22530,C102272,2026-01-08,89.54,bundles,Full Routine Bundle,True
O22534,C102272,2026-01-21,52.02,body-care,Sugar Scrub,True
O22532,C102272,2026-01-27,34.5,supplements,Collagen Peptides,True
O22535,C102272,2026-03-13,121.29,bundles,Full Routine Bundle,False
O22533,C102272,2026-03-16,92.86,bundles,Full Routine Bundle,False
O22531,C102272,2026-04-05,24.48,body-care,Velvet Body Butter,True
O22537,C102273,2025-05-12,44.3,body-care,Hand Repair,True
O22536,C102273,2025-08-18,32.21,body-care,Hand Repair,True
O22538,C102273,2025-09-11,53.95,body-care,Hand Repair,True
O22541,C102274,2025-11-28,45.24,skincare,Dew Cream,False
O22540,C102274,2025-12-20,42.03,skincare,Dew Cream,False
O22543,C102274,2026-01-18,48.94,bundles,Starter Ritual Kit,False
O22542,C102274,2026-01-31,22.86,body-care,Sugar Scrub,False
O22544,C102274,2026-02-20,53.34,skincare,Clarity Cleanser,False
O22539,C102274,2026-04-18,37.23,skincare,Renew Serum,False
O22545,C102274,2026-06-05,55.29,haircare,Root Boost Drops,False
O22549,C102275,2024-09-08,34.18,wellness-tea,Detox Blend,False
O22548,C102275,2024-09-19,49.14,haircare,Root Boost Drops,False
O22547,C102275,2024-11-23,20.15,haircare,Silk Repair Mask,False
O22546,C102275,2024-12-21,55.91,wellness-tea,Focus Blend,False
O22552,C102276,2026-01-11,54.42,skincare,Renew Serum,True
O22556,C102276,2026-02-16,46.53,skincare,Dew Cream,True
O22555,C102276,2026-02-17,59.43,skincare,Clarity Cleanser,False
O22554,C102276,2026-02-28,54.78,skincare,Dew Cream,True
O22550,C102276,2026-03-06,40.39,skincare,Dew Cream,True
O22551,C102276,2026-03-13,31.05,skincare,Dew Cream,False
O22553,C102276,2026-03-20,56.25,bundles,Gift Set,False
O22558,C102277,2025-07-19,40.5,skincare,Renew Serum,False
O22557,C102277,2025-09-23,53.49,skincare,Glow SPF 40,False
O22560,C102278,2025-09-11,35.16,haircare,Silk Repair Mask,False
O22563,C102278,2025-09-20,28.16,haircare,Silk Repair Mask,True
O22565,C102278,2025-10-15,38.08,haircare,Silk Repair Mask,False
O22562,C102278,2025-10-16,40.3,haircare,Gentle Wash,True
O22561,C102278,2025-11-24,45.86,haircare,Gentle Wash,True
O22564,C102278,2025-12-23,38.95,wellness-tea,Calm Blend,True
O22559,C102278,2026-01-18,57.45,supplements,Daily Greens,True
O22568,C102279,2024-07-08,55.55,haircare,Silk Repair Mask,False
O22566,C102279,2025-01-07,46.16,supplements,Daily Greens,True
O22571,C102279,2025-03-01,55.75,supplements,Daily Greens,True
O22569,C102279,2025-04-05,34.6,supplements,Collagen Peptides,True
O22567,C102279,2025-06-03,27.45,wellness-tea,Calm Blend,True
O22570,C102279,2025-08-11,46.63,supplements,Daily Greens,True
O22572,C102280,2025-12-05,51.02,skincare,Clarity Cleanser,False
O22573,C102281,2025-08-13,22.29,haircare,Silk Repair Mask,True
O22576,C102281,2025-10-03,47.72,body-care,Sugar Scrub,False
O22578,C102281,2025-11-11,40.38,haircare,Root Boost Drops,False
O22579,C102281,2025-12-10,39.95,haircare,Silk Repair Mask,True
O22574,C102281,2026-01-19,35.98,haircare,Silk Repair Mask,False
O22575,C102281,2026-01-29,23.17,supplements,Omega Blend,False
O22580,C102281,2026-02-03,57.46,haircare,Silk Repair Mask,True
O22577,C102281,2026-03-07,19.48,skincare,Dew Cream,True
O22581,C102282,2025-12-28,54.32,body-care,Hand Repair,False
O22582,C102282,2026-01-01,28.03,body-care,Hand Repair,False
O22584,C102282,2026-01-18,23.99,supplements,Daily Greens,False
O22583,C102282,2026-02-08,36.73,skincare,Dew Cream,False
O22592,C102283,2025-12-10,43.34,haircare,Silk Repair Mask,True
O22588,C102283,2026-01-02,19.23,haircare,Silk Repair Mask,True
O22590,C102283,2026-01-04,36.98,haircare,Root Boost Drops,True
O22589,C102283,2026-02-03,21.77,haircare,Silk Repair Mask,True
O22591,C102283,2026-03-29,43.05,body-care,Velvet Body Butter,False
O22586,C102283,2026-04-21,28.47,haircare,Silk Repair Mask,True
O22587,C102283,2026-04-30,57.72,haircare,Gentle Wash,False
O22585,C102283,2026-05-11,40.19,haircare,Silk Repair Mask,True
O22594,C102284,2024-11-11,111.96,bundles,Full Routine Bundle,False
O22595,C102284,2024-11-17,47.61,bundles,Starter Ritual Kit,False
O22596,C102284,2024-11-20,119.03,bundles,Starter Ritual Kit,False
O22593,C102284,2024-12-29,23.19,skincare,Glow SPF 40,False
O22602,C102285,2024-08-15,22.04,body-care,Velvet Body Butter,False
O22599,C102285,2024-09-01,37.54,haircare,Gentle Wash,True
O22607,C102285,2024-10-25,23.52,haircare,Gentle Wash,False
O22606,C102285,2024-12-20,41.59,haircare,Silk Repair Mask,True
O22604,C102285,2024-12-25,39.12,haircare,Gentle Wash,False
O22600,C102285,2025-04-17,21.15,haircare,Root Boost Drops,True
O22608,C102285,2025-05-20,46.4,skincare,Dew Cream,True
O22603,C102285,2025-07-01,29.16,haircare,Silk Repair Mask,True
O22609,C102285,2025-08-14,18.43,haircare,Gentle Wash,True
O22605,C102285,2025-09-13,40.59,supplements,Omega Blend,True
O22598,C102285,2025-09-18,24.14,haircare,Gentle Wash,True
O22597,C102285,2025-10-04,22.84,haircare,Root Boost Drops,False
O22601,C102285,2025-10-15,32.23,haircare,Root Boost Drops,True
O22615,C102286,2024-05-27,77.59,bundles,Full Routine Bundle,False
O22611,C102286,2024-10-26,57.21,haircare,Gentle Wash,False
O22613,C102286,2025-01-09,48.97,skincare,Renew Serum,False
O22616,C102286,2025-01-17,58.94,body-care,Hand Repair,False
O22612,C102286,2025-04-13,54.27,skincare,Dew Cream,False
O22617,C102286,2025-07-10,54.2,skincare,Clarity Cleanser,False
O22614,C102286,2025-09-17,24.76,skincare,Clarity Cleanser,False
O22610,C102286,2025-11-13,33.72,skincare,Glow SPF 40,False
O22623,C102287,2025-09-01,29.56,body-care,Hand Repair,False
O22625,C102287,2025-09-04,53.98,body-care,Hand Repair,False
O22621,C102287,2025-10-31,52.79,body-care,Hand Repair,False
O22624,C102287,2025-11-16,52.05,body-care,Sugar Scrub,False
O22618,C102287,2025-12-22,32.81,supplements,Collagen Peptides,False
O22620,C102287,2026-03-14,33.98,skincare,Clarity Cleanser,False
O22622,C102287,2026-04-16,36.1,body-care,Hand Repair,False
O22619,C102287,2026-05-20,19.92,wellness-tea,Calm Blend,False
O22627,C102288,2024-10-07,44.35,supplements,Collagen Peptides,False
O22628,C102288,2024-10-21,52.55,skincare,Glow SPF 40,False
O22626,C102288,2025-05-21,81.83,bundles,Gift Set,False
O22630,C102289,2025-08-19,59.27,wellness-tea,Detox Blend,False
O22631,C102289,2025-08-19,46.57,wellness-tea,Focus Blend,False
O22629,C102289,2025-11-28,22.39,skincare,Clarity Cleanser,False
O22633,C102290,2025-07-25,36.46,skincare,Clarity Cleanser,False
O22634,C102290,2025-08-10,46.72,wellness-tea,Detox Blend,True
O22632,C102290,2025-08-13,58.32,wellness-tea,Focus Blend,False
O22637,C102290,2025-09-13,51.83,wellness-tea,Detox Blend,True
O22635,C102290,2025-10-30,38.4,wellness-tea,Calm Blend,True
O22638,C102290,2025-11-27,18.82,wellness-tea,Detox Blend,True
O22636,C102290,2025-11-30,36.44,wellness-tea,Focus Blend,True
O22642,C102291,2025-09-12,28.42,wellness-tea,Detox Blend,False
O22639,C102291,2025-11-21,30.81,supplements,Collagen Peptides,False
O22641,C102291,2025-12-02,43.71,supplements,Daily Greens,False
O22640,C102291,2026-01-23,39.02,supplements,Daily Greens,False
O22643,C102292,2026-05-05,19.79,body-care,Velvet Body Butter,False
O22644,C102293,2026-06-16,56.81,bundles,Starter Ritual Kit,False
O22645,C102294,2025-01-23,23.39,wellness-tea,Focus Blend,False
O22646,C102294,2025-01-25,36.2,wellness-tea,Focus Blend,False
O22651,C102295,2025-06-17,51.26,bundles,Gift Set,False
O22652,C102295,2025-06-24,100.51,bundles,Gift Set,False
O22650,C102295,2025-06-25,22.64,body-care,Hand Repair,False
O22648,C102295,2025-11-07,107.56,bundles,Full Routine Bundle,False
O22647,C102295,2026-03-19,74.05,bundles,Full Routine Bundle,False
O22649,C102295,2026-04-08,55.74,bundles,Gift Set,False
O22659,C102296,2025-04-13,24.52,wellness-tea,Focus Blend,False
O22658,C102296,2025-07-22,18.6,body-care,Sugar Scrub,False
O22656,C102296,2025-07-24,21.41,body-care,Velvet Body Butter,False
O22661,C102296,2025-08-20,37.93,body-care,Velvet Body Butter,False
O22657,C102296,2025-09-02,96.42,bundles,Full Routine Bundle,False
O22653,C102296,2025-09-19,37.76,body-care,Hand Repair,False
O22654,C102296,2025-09-22,29.71,body-care,Hand Repair,False
O22660,C102296,2025-10-20,20.97,body-care,Hand Repair,False
O22655,C102296,2025-10-29,53.6,body-care,Velvet Body Butter,False
O22665,C102297,2026-05-13,40.59,haircare,Root Boost Drops,False
O22666,C102297,2026-05-25,36.87,haircare,Root Boost Drops,False
O22664,C102297,2026-05-27,59.65,haircare,Root Boost Drops,False
O22662,C102297,2026-06-10,32.75,haircare,Gentle Wash,False
O22663,C102297,2026-06-13,29.58,haircare,Root Boost Drops,False
O22673,C102298,2025-06-04,23.03,haircare,Root Boost Drops,False
O22670,C102298,2025-06-25,57.18,haircare,Root Boost Drops,False
O22671,C102298,2025-12-14,23.68,haircare,Root Boost Drops,False
O22669,C102298,2026-02-20,34.62,skincare,Dew Cream,False
O22667,C102298,2026-03-08,55.52,body-care,Hand Repair,False
O22668,C102298,2026-04-29,69.76,bundles,Full Routine Bundle,False
O22672,C102298,2026-05-09,59.75,haircare,Root Boost Drops,False
O22677,C102299,2024-09-18,48.32,wellness-tea,Detox Blend,False
O22676,C102299,2024-10-16,43.04,body-care,Sugar Scrub,False
O22674,C102299,2024-12-24,25.06,wellness-tea,Detox Blend,False
O22675,C102299,2024-12-29,28.98,wellness-tea,Focus Blend,False
O22682,C102300,2024-07-21,35.33,body-care,Sugar Scrub,False
O22680,C102300,2024-08-26,59.38,supplements,Omega Blend,False
O22679,C102300,2024-11-11,33.01,body-care,Velvet Body Butter,False
O22681,C102300,2024-12-29,35.89,haircare,Gentle Wash,False
O22678,C102300,2025-06-05,54.18,skincare,Clarity Cleanser,False
O22683,C102300,2025-09-07,53.75,body-care,Velvet Body Butter,False
O22685,C102301,2025-05-11,29.22,supplements,Collagen Peptides,True
O22689,C102301,2025-05-18,30.32,supplements,Omega Blend,False
O22686,C102301,2025-05-20,28.5,supplements,Sleep Gummies,False
O22684,C102301,2025-06-02,29.55,supplements,Omega Blend,False
O22688,C102301,2025-06-25,40.57,supplements,Daily Greens,True
O22687,C102301,2025-07-07,37.66,supplements,Sleep Gummies,True
O22691,C102302,2025-07-26,22.35,skincare,Dew Cream,False
O22690,C102302,2025-07-26,29.81,skincare,Dew Cream,False
O22692,C102303,2025-01-26,33.77,body-care,Sugar Scrub,False
O22695,C102304,2025-12-25,26.42,haircare,Root Boost Drops,True
O22697,C102304,2026-01-03,129.66,bundles,Starter Ritual Kit,True
O22698,C102304,2026-01-12,43.96,skincare,Glow SPF 40,False
O22696,C102304,2026-01-18,49.84,supplements,Omega Blend,True
O22694,C102304,2026-01-21,32.07,haircare,Gentle Wash,True
O22693,C102304,2026-01-30,24.53,haircare,Silk Repair Mask,True
O22699,C102304,2026-02-01,19.38,haircare,Silk Repair Mask,True
O22701,C102305,2025-12-25,21.61,haircare,Silk Repair Mask,False
O22702,C102305,2026-01-29,55.04,haircare,Silk Repair Mask,False
O22700,C102305,2026-02-23,53.43,haircare,Root Boost Drops,False
O22706,C102306,2025-04-17,39.97,wellness-tea,Calm Blend,False
O22705,C102306,2025-05-07,62.59,bundles,Gift Set,False
O22707,C102306,2025-06-16,120.52,bundles,Full Routine Bundle,False
O22704,C102306,2025-08-14,101.68,bundles,Gift Set,False
O22703,C102306,2025-08-15,104.82,bundles,Starter Ritual Kit,False
O22709,C102307,2025-11-07,24.03,body-care,Hand Repair,False
O22708,C102307,2025-11-29,55.12,skincare,Clarity Cleanser,False
O22710,C102308,2025-01-29,45.39,wellness-tea,Calm Blend,False
O22716,C102309,2026-05-16,33.63,body-care,Sugar Scrub,True
O22717,C102309,2026-05-24,23.92,body-care,Sugar Scrub,True
O22714,C102309,2026-06-07,43.72,body-care,Velvet Body Butter,False
